scorer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer,AndreTelfer
bodyparts,left_ear,left_ear,right_ear,right_ear,nose,nose,body_N,body_N,body_E,body_E,body_S,body_S,body_W,body_W,left_eye_N,left_eye_N,left_eye_E,left_eye_E,left_eye_S,left_eye_S,left_eye_W,left_eye_W,right_eye_N,right_eye_N,right_eye_E,right_eye_E,right_eye_S,right_eye_S,right_eye_W,right_eye_W
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Rat 4 Control 1\img00000.png,1171.6424837376762,938.8797119061853,1053.1374718049594,928.3582388841216,1084.148129133147,1040.7718716988018,1132.8791620774418,947.1861379762356,1266.3357409362493,1052.4008681968721,1127.8953064354116,1219.0831513358805,996.6537745286175,1058.492247314909,1129.5565916494218,995.9171709205305,1144.5081585755122,1003.1160735145739,1143.9543968375087,1017.513878702661,1131.2178768634317,1008.099929156604,1055.906280494976,989.2720300644902,1050.3686631149426,998.1322178725438,1039.2934283548757,1003.6698352525773,1041.508475306889,993.1483622305136
labeled-data\Rat 4 Control 1\img06179.png,834.1649897814812,538.6150605250748,,,463.6987108945137,279.73501021851916,800.6891212073576,641.2743908190537,1001.544332652099,906.849614840434,898.8850023581201,1281.779342870618,559.6628674736678,969.3379028454647,643.297599915496,418.67739249357,656.1474629353631,435.465116761461,641.846808929382,438.15944287852994,632.3130395920612,423.4442771622304,,,,,,,,
labeled-data\Rat 4 Control 1\img16331.png,,,1372.0106115390665,737.2385473982079,1769.257585285333,953.715830844207,1057.337446942305,712.6895771105173,1688.9155007074362,893.4592674107846,1046.1788240842639,1317.4869360163498,823.00636692344,897.922716554001,,,,,,,,,1588.7164512369018,852.4880232185575,1608.755501732602,866.9279272522238,1590.1899108321738,875.1793009857474,1567.4986330649838,865.1597757378973
labeled-data\Rat 4 Control 1\img23834.png,1182.3140229523663,587.713001100456,1318.449221820469,540.8467850966829,1126.5209086621603,449.3460776607453,1224.7167898129228,505.1391919509513,1396.5595818267573,868.910297123094,1255.9609338154382,1194.7420845778965,1146.6064298066344,880.0689199811351,,,,,,,,,,,,,,,,
labeled-data\Rat 4 Control 1\img41489.png,1362.119022254152,749.2645683938173,1441.9481485905299,753.111755205209,1305.3730167861245,672.3208321659833,1497.7323573557092,857.9475958156327,1641.0400660800499,1016.6440517855401,1525.624461738299,1207.079798949429,1352.5010552256726,1007.9878814599087,1342.8830881971935,704.0601233599648,1336.150511277258,718.4870739026837,1323.6471541402352,715.60168379414,1327.4943409516268,703.0983266571169,,,,,,,,
labeled-data\Rat 4 Control 1\img42372.png,1108.9805920302992,997.1835480063044,1048.878224941669,987.0123781913054,880.5915970935037,1157.1483096421978,1354.013319391639,923.2114038972207,1587.0255733352524,1039.7175308690275,1346.6161049807306,1158.9976132449249,964.7349110175862,1060.984522300389,989.700509654402,1085.0254691358411,1005.4195902775823,1097.0459425535673,990.6251614557656,1107.2171123685662,971.2074736271311,1098.8952461562944,,,,,,,,
labeled-data\Rat 4 Control 1\img48110.png,,,1731.0949453360931,900.0820634949401,,,1734.9000333019055,866.5972893957902,1922.8713788130426,1036.3042126710275,1724.2457869976306,1192.3128192693398,1598.6778841258183,1028.6940367394025,1815.5678981771302,894.7549403428027,1836.8763907856803,884.8617116316902,1825.4611268882427,872.6854301410903,1807.9577222455055,884.1006940385278,1858.1848833942304,951.0702422368277,1874.9272704438054,929.7617496282776,1885.5815167480803,945.7431190846901,1873.4052352574804,962.485506134265
labeled-data\Rat 4 Control 1\img52303.png,1199.3706981240196,1020.9794232870138,1120.3867870719628,1011.3258341584292,1031.7492868913212,1265.8295475483899,1346.8073320878589,910.4019478141344,1501.2647581452145,1042.0417995675623,1375.7680994736131,1205.275215741813,1127.4075791654789,1053.4505867195262,1111.6107969550676,1150.8640770170628,1128.2851781771683,1158.7624681222685,1117.7539900368943,1176.3144483560588,1096.6916137563458,1172.804052309301,,,,,,,,
